id,topico,topico_rotulo
1567324272615477248,2,"governo, renda, salário, mínimo, aumento"
1567467212574756865,1,"povo, presidente, porque, bolsonaro, gente"
1567515621448876032,0,"brasil, brasildaesperança, povo, país, equipelula"
1567528178159128580,1,"povo, presidente, porque, bolsonaro, gente"
1567564800707760132,3,"cirotv, vivo, cirotv br, br, acompanhe"
1567570512028524544,0,"brasil, brasildaesperança, povo, país, equipelula"
1567604308144787461,3,"cirotv, vivo, cirotv br, br, acompanhe"
1567604695690100737,6,"ciro, giro ciro, giro, perca, sp"
1567607990462586882,0,"brasil, brasildaesperança, povo, país, equipelula"
1567623477040914433,0,"brasil, brasildaesperança, povo, país, equipelula"
1567623751012868097,1,"povo, presidente, porque, bolsonaro, gente"
1567652060484583424,6,"ciro, giro ciro, giro, perca, sp"
1567665643146682368,3,"cirotv, vivo, cirotv br, br, acompanhe"
1567680225428885506,0,"brasil, brasildaesperança, povo, país, equipelula"
1567830140310142977,7,"educação, brasil, crianças, ensino, melhores"
1567845235593543680,2,"governo, renda, salário, mínimo, aumento"
1567877447395278848,1,"povo, presidente, porque, bolsonaro, gente"
1567905707172798465,1,"povo, presidente, porque, bolsonaro, gente"
1567920761041559556,3,"cirotv, vivo, cirotv br, br, acompanhe"
1567928317667430401,1,"povo, presidente, porque, bolsonaro, gente"
1567929279085772803,5,"dia, amanhã, bom, povo, obrigado"
1568006560055697408,0,"brasil, brasildaesperança, povo, país, equipelula"
1568020861046738945,3,"cirotv, vivo, cirotv br, br, acompanhe"
1568023939473108992,3,"cirotv, vivo, cirotv br, br, acompanhe"
1568035676981010432,0,"brasil, brasildaesperança, povo, país, equipelula"
1568048603590950914,0,"brasil, brasildaesperança, povo, país, equipelula"
1568050742048456705,0,"brasil, brasildaesperança, povo, país, equipelula"
1568204369421557760,0,"brasil, brasildaesperança, povo, país, equipelula"
1568211491874082828,0,"brasil, brasildaesperança, povo, país, equipelula"
1568224416818991106,6,"ciro, giro ciro, giro, perca, sp"
1568237850105188354,5,"dia, amanhã, bom, povo, obrigado"
1568252500586668033,1,"povo, presidente, porque, bolsonaro, gente"
1568259889054588932,0,"brasil, brasildaesperança, povo, país, equipelula"
1568307745245257729,4,"broadcasts, lula, broadcasts lula, imprensa, conversa"
1568322736006565889,3,"cirotv, vivo, cirotv br, br, acompanhe"
1568331050773790728,9,"educação, escola, universidades, estudantes, ensino"
1568383703738351617,6,"ciro, giro ciro, giro, perca, sp"
1568570108280176640,0,"brasil, brasildaesperança, povo, país, equipelula"
1568617059499524096,6,"ciro, giro ciro, giro, perca, sp"
1568643867825537025,9,"educação, escola, universidades, estudantes, ensino"
1568660993542131713,11,"fake, fake news, news, verdade, mentiras"
1568675678085578752,3,"cirotv, vivo, cirotv br, br, acompanhe"
1568748166882770948,3,"cirotv, vivo, cirotv br, br, acompanhe"
1568762385221001217,5,"dia, amanhã, bom, povo, obrigado"
1568771617806815232,0,"brasil, brasildaesperança, povo, país, equipelula"
1568932495168520193,11,"fake, fake news, news, verdade, mentiras"
1568973495442329600,12,"lula, broadcasts, juntos, ato, broadcasts lula"
1568985259814916098,5,"dia, amanhã, bom, povo, obrigado"
1569038191432171522,0,"brasil, brasildaesperança, povo, país, equipelula"
1569071361603125248,1,"povo, presidente, porque, bolsonaro, gente"
1569098590546436098,5,"dia, amanhã, bom, povo, obrigado"
1569290444781064192,1,"povo, presidente, porque, bolsonaro, gente"
1569294755292405762,6,"ciro, giro ciro, giro, perca, sp"
1569311379999309824,6,"ciro, giro ciro, giro, perca, sp"
1569456786477817857,5,"dia, amanhã, bom, povo, obrigado"
1569621319767195654,5,"dia, amanhã, bom, povo, obrigado"
1569657273286262785,5,"dia, amanhã, bom, povo, obrigado"
1569700016364875783,5,"dia, amanhã, bom, povo, obrigado"
1569732708573528064,2,"governo, renda, salário, mínimo, aumento"
1569764979368251393,12,"lula, broadcasts, juntos, ato, broadcasts lula"
1569782252778684417,3,"cirotv, vivo, cirotv br, br, acompanhe"
1569824664855126016,0,"brasil, brasildaesperança, povo, país, equipelula"
1569833119133360128,3,"cirotv, vivo, cirotv br, br, acompanhe"
1569834706648158208,3,"cirotv, vivo, cirotv br, br, acompanhe"
1569843060778975232,2,"governo, renda, salário, mínimo, aumento"
1569854522620526595,1,"povo, presidente, porque, bolsonaro, gente"
1569855208666144768,1,"povo, presidente, porque, bolsonaro, gente"
1569859379330949121,0,"brasil, brasildaesperança, povo, país, equipelula"
1569978296535842817,1,"povo, presidente, porque, bolsonaro, gente"
1569984780308987904,7,"educação, brasil, crianças, ensino, melhores"
1570005388354883585,0,"brasil, brasildaesperança, povo, país, equipelula"
1570010218032930818,0,"brasil, brasildaesperança, povo, país, equipelula"
1570012701648211969,0,"brasil, brasildaesperança, povo, país, equipelula"
1570017033156284418,0,"brasil, brasildaesperança, povo, país, equipelula"
1570019411162972160,1,"povo, presidente, porque, bolsonaro, gente"
1570026694081118209,8,"bolsonaro, saúde, vacina, pessoas, pandemia"
1570027942574542848,1,"povo, presidente, porque, bolsonaro, gente"
1570031593250594817,0,"brasil, brasildaesperança, povo, país, equipelula"
1570034817919483905,0,"brasil, brasildaesperança, povo, país, equipelula"
1570067025287864323,5,"dia, amanhã, bom, povo, obrigado"
1570138942514552832,4,"broadcasts, lula, broadcasts lula, imprensa, conversa"
1570169011345969152,0,"brasil, brasildaesperança, povo, país, equipelula"
1570193125431463939,2,"governo, renda, salário, mínimo, aumento"
1570208917338337280,1,"povo, presidente, porque, bolsonaro, gente"
1570363979071102976,1,"povo, presidente, porque, bolsonaro, gente"
1570371376279601155,1,"povo, presidente, porque, bolsonaro, gente"
1570383624578424841,3,"cirotv, vivo, cirotv br, br, acompanhe"
1570389387573366785,0,"brasil, brasildaesperança, povo, país, equipelula"
1570391128544874497,0,"brasil, brasildaesperança, povo, país, equipelula"
1570394162754625536,0,"brasil, brasildaesperança, povo, país, equipelula"
1570401545677578240,0,"brasil, brasildaesperança, povo, país, equipelula"
1570402203453759491,7,"educação, brasil, crianças, ensino, melhores"
1570402345388843009,0,"brasil, brasildaesperança, povo, país, equipelula"
1570411358478278656,6,"ciro, giro ciro, giro, perca, sp"
1570413727723229186,2,"governo, renda, salário, mínimo, aumento"
1570416047525707781,0,"brasil, brasildaesperança, povo, país, equipelula"
1570438208382550018,0,"brasil, brasildaesperança, povo, país, equipelula"
1570442443115331586,0,"brasil, brasildaesperança, povo, país, equipelula"
1570449334990159872,5,"dia, amanhã, bom, povo, obrigado"
1570467849256271873,3,"cirotv, vivo, cirotv br, br, acompanhe"
1570482637621313541,6,"ciro, giro ciro, giro, perca, sp"
1570507805257527296,6,"ciro, giro ciro, giro, perca, sp"
1570520209341165569,3,"cirotv, vivo, cirotv br, br, acompanhe"
1570535776114319364,0,"brasil, brasildaesperança, povo, país, equipelula"
1570543141136248832,7,"educação, brasil, crianças, ensino, melhores"
1570559403043987456,3,"cirotv, vivo, cirotv br, br, acompanhe"
1570563817012092929,3,"cirotv, vivo, cirotv br, br, acompanhe"
1570583037632552960,0,"brasil, brasildaesperança, povo, país, equipelula"
1570744432449789952,2,"governo, renda, salário, mínimo, aumento"
1570749128455618560,8,"bolsonaro, saúde, vacina, pessoas, pandemia"
1570790570439901185,0,"brasil, brasildaesperança, povo, país, equipelula"
1570837479686819843,5,"dia, amanhã, bom, povo, obrigado"
1570855243650420744,4,"broadcasts, lula, broadcasts lula, imprensa, conversa"
1570864941682524160,4,"broadcasts, lula, broadcasts lula, imprensa, conversa"
1570899137746595840,0,"brasil, brasildaesperança, povo, país, equipelula"
1570904552525934592,1,"povo, presidente, porque, bolsonaro, gente"
1570931543220318209,5,"dia, amanhã, bom, povo, obrigado"
1570946405472124928,0,"brasil, brasildaesperança, povo, país, equipelula"
1571121926164054016,2,"governo, renda, salário, mínimo, aumento"
1571144643483676672,7,"educação, brasil, crianças, ensino, melhores"
1571167467094917126,9,"educação, escola, universidades, estudantes, ensino"
1571175548793094148,0,"brasil, brasildaesperança, povo, país, equipelula"
1571197320808386560,3,"cirotv, vivo, cirotv br, br, acompanhe"
1571227508585811968,0,"brasil, brasildaesperança, povo, país, equipelula"
1571284654354735106,3,"cirotv, vivo, cirotv br, br, acompanhe"
1571288434492284930,3,"cirotv, vivo, cirotv br, br, acompanhe"
1571309829691408385,7,"educação, brasil, crianças, ensino, melhores"
1571317066417770496,5,"dia, amanhã, bom, povo, obrigado"
1571469083878588416,5,"dia, amanhã, bom, povo, obrigado"
1571491731589177347,5,"dia, amanhã, bom, povo, obrigado"
1571514524200587266,0,"brasil, brasildaesperança, povo, país, equipelula"
1571590621605036032,11,"fake, fake news, news, verdade, mentiras"
1571605228599787521,1,"povo, presidente, porque, bolsonaro, gente"
1571635302283808770,0,"brasil, brasildaesperança, povo, país, equipelula"
1571872705388986372,3,"cirotv, vivo, cirotv br, br, acompanhe"
1571899869656395778,0,"brasil, brasildaesperança, povo, país, equipelula"
1571909354227482628,0,"brasil, brasildaesperança, povo, país, equipelula"
1571951221984104448,8,"bolsonaro, saúde, vacina, pessoas, pandemia"
1571956040622481408,0,"brasil, brasildaesperança, povo, país, equipelula"
1571967368892399617,1,"povo, presidente, porque, bolsonaro, gente"
1571988115388235776,3,"cirotv, vivo, cirotv br, br, acompanhe"
1572000521489354752,0,"brasil, brasildaesperança, povo, país, equipelula"
1572001560627912704,0,"brasil, brasildaesperança, povo, país, equipelula"
1572003045126324229,0,"brasil, brasildaesperança, povo, país, equipelula"
1572003920603648000,2,"governo, renda, salário, mínimo, aumento"
1572006067290218497,8,"bolsonaro, saúde, vacina, pessoas, pandemia"
1572018056049606669,0,"brasil, brasildaesperança, povo, país, equipelula"
1572018866133540864,2,"governo, renda, salário, mínimo, aumento"
1572019000023945216,1,"povo, presidente, porque, bolsonaro, gente"
1572030884332584960,2,"governo, renda, salário, mínimo, aumento"
1572031146745266177,0,"brasil, brasildaesperança, povo, país, equipelula"
1572034796406317059,0,"brasil, brasildaesperança, povo, país, equipelula"
1572038422226771968,3,"cirotv, vivo, cirotv br, br, acompanhe"
1572060869252775936,7,"educação, brasil, crianças, ensino, melhores"
1572062028587565064,7,"educação, brasil, crianças, ensino, melhores"
1572064262306267142,0,"brasil, brasildaesperança, povo, país, equipelula"
1572064604708126721,0,"brasil, brasildaesperança, povo, país, equipelula"
1572067685780914310,9,"educação, escola, universidades, estudantes, ensino"
1572067979055210497,1,"povo, presidente, porque, bolsonaro, gente"
1572072403907346432,6,"ciro, giro ciro, giro, perca, sp"
1572179753045721092,0,"brasil, brasildaesperança, povo, país, equipelula"
1572188341550084098,3,"cirotv, vivo, cirotv br, br, acompanhe"
1572193419182702593,0,"brasil, brasildaesperança, povo, país, equipelula"
1572201644464705537,2,"governo, renda, salário, mínimo, aumento"
1572212094971351044,0,"brasil, brasildaesperança, povo, país, equipelula"
1572220839130431491,0,"brasil, brasildaesperança, povo, país, equipelula"
1572224327646384129,0,"brasil, brasildaesperança, povo, país, equipelula"
1572230369172242436,6,"ciro, giro ciro, giro, perca, sp"
1572231695738306560,0,"brasil, brasildaesperança, povo, país, equipelula"
1572254272292417536,0,"brasil, brasildaesperança, povo, país, equipelula"
1572270298036142084,1,"povo, presidente, porque, bolsonaro, gente"
1572278024141144064,3,"cirotv, vivo, cirotv br, br, acompanhe"
1572283793951838213,1,"povo, presidente, porque, bolsonaro, gente"
1572290928747970561,1,"povo, presidente, porque, bolsonaro, gente"
1572307869722185733,3,"cirotv, vivo, cirotv br, br, acompanhe"
1572342339896594432,6,"ciro, giro ciro, giro, perca, sp"
1572349885986250752,6,"ciro, giro ciro, giro, perca, sp"
1572359959655768064,5,"dia, amanhã, bom, povo, obrigado"
1572371179305836545,3,"cirotv, vivo, cirotv br, br, acompanhe"
1572373386185306112,3,"cirotv, vivo, cirotv br, br, acompanhe"
1572375060228325378,0,"brasil, brasildaesperança, povo, país, equipelula"
1572377977610031104,1,"povo, presidente, porque, bolsonaro, gente"
1572381241277616128,1,"povo, presidente, porque, bolsonaro, gente"
1572384448896720897,1,"povo, presidente, porque, bolsonaro, gente"
1572386403362967555,2,"governo, renda, salário, mínimo, aumento"
1572395689849536512,2,"governo, renda, salário, mínimo, aumento"
1572571357757456384,3,"cirotv, vivo, cirotv br, br, acompanhe"
1572578342020485122,3,"cirotv, vivo, cirotv br, br, acompanhe"
1572580764402974724,1,"povo, presidente, porque, bolsonaro, gente"
1572585243369955335,1,"povo, presidente, porque, bolsonaro, gente"
1572589546201845762,1,"povo, presidente, porque, bolsonaro, gente"
1572594062665945089,1,"povo, presidente, porque, bolsonaro, gente"
1572594777836888064,1,"povo, presidente, porque, bolsonaro, gente"
1572596204441149440,7,"educação, brasil, crianças, ensino, melhores"
1572596430950510593,1,"povo, presidente, porque, bolsonaro, gente"
1572603215232860160,2,"governo, renda, salário, mínimo, aumento"
1572605227618177024,0,"brasil, brasildaesperança, povo, país, equipelula"
1572612889277513728,0,"brasil, brasildaesperança, povo, país, equipelula"
1572673048611782656,5,"dia, amanhã, bom, povo, obrigado"
1572707735267082241,3,"cirotv, vivo, cirotv br, br, acompanhe"
1572711299041181697,0,"brasil, brasildaesperança, povo, país, equipelula"
1572713369882300417,1,"povo, presidente, porque, bolsonaro, gente"
1572714121644097543,0,"brasil, brasildaesperança, povo, país, equipelula"
1572715634584068097,1,"povo, presidente, porque, bolsonaro, gente"
1572716806938267649,1,"povo, presidente, porque, bolsonaro, gente"
1572721174144073739,2,"governo, renda, salário, mínimo, aumento"
1572724858596868101,1,"povo, presidente, porque, bolsonaro, gente"
1572730157135269891,0,"brasil, brasildaesperança, povo, país, equipelula"
1572730999556931584,1,"povo, presidente, porque, bolsonaro, gente"
1572738214250819586,1,"povo, presidente, porque, bolsonaro, gente"
1572739051672698881,0,"brasil, brasildaesperança, povo, país, equipelula"
1572741721267777539,0,"brasil, brasildaesperança, povo, país, equipelula"
1572742228132388864,0,"brasil, brasildaesperança, povo, país, equipelula"
1572748530812424193,3,"cirotv, vivo, cirotv br, br, acompanhe"
1572751345379065859,1,"povo, presidente, porque, bolsonaro, gente"
1572918647596539904,5,"dia, amanhã, bom, povo, obrigado"
1572961077293449221,0,"brasil, brasildaesperança, povo, país, equipelula"
1572964687934808064,0,"brasil, brasildaesperança, povo, país, equipelula"
1572979314206932993,0,"brasil, brasildaesperança, povo, país, equipelula"
1572996027476500485,0,"brasil, brasildaesperança, povo, país, equipelula"
1573002780389920770,3,"cirotv, vivo, cirotv br, br, acompanhe"
1573041950504222720,3,"cirotv, vivo, cirotv br, br, acompanhe"
1573047409663426564,1,"povo, presidente, porque, bolsonaro, gente"
1573096160755081222,8,"bolsonaro, saúde, vacina, pessoas, pandemia"
1573099968126414848,3,"cirotv, vivo, cirotv br, br, acompanhe"
1573122995132006406,8,"bolsonaro, saúde, vacina, pessoas, pandemia"
1573281028671610880,3,"cirotv, vivo, cirotv br, br, acompanhe"
1573309149751959552,1,"povo, presidente, porque, bolsonaro, gente"
1573326335451303936,1,"povo, presidente, porque, bolsonaro, gente"
1573367012663107585,8,"bolsonaro, saúde, vacina, pessoas, pandemia"
1573381143239561216,0,"brasil, brasildaesperança, povo, país, equipelula"
1573417752466972673,1,"povo, presidente, porque, bolsonaro, gente"
1573447152948609026,5,"dia, amanhã, bom, povo, obrigado"
1573643420643508227,1,"povo, presidente, porque, bolsonaro, gente"
1573682955544838150,1,"povo, presidente, porque, bolsonaro, gente"
1573703818679828484,0,"brasil, brasildaesperança, povo, país, equipelula"
1573706359194935296,0,"brasil, brasildaesperança, povo, país, equipelula"
1573723499881005056,2,"governo, renda, salário, mínimo, aumento"
1573741555537440770,11,"fake, fake news, news, verdade, mentiras"
1573756748992856067,0,"brasil, brasildaesperança, povo, país, equipelula"
1573769322970943489,5,"dia, amanhã, bom, povo, obrigado"
1573785846674857985,3,"cirotv, vivo, cirotv br, br, acompanhe"
1573788746960470023,0,"brasil, brasildaesperança, povo, país, equipelula"
1573789333743702016,0,"brasil, brasildaesperança, povo, país, equipelula"
1573791918768652289,0,"brasil, brasildaesperança, povo, país, equipelula"
1573793206067765248,0,"brasil, brasildaesperança, povo, país, equipelula"
1573797658891898881,1,"povo, presidente, porque, bolsonaro, gente"
1573798453204885506,1,"povo, presidente, porque, bolsonaro, gente"
1573799145764274182,0,"brasil, brasildaesperança, povo, país, equipelula"
1573801294875205632,1,"povo, presidente, porque, bolsonaro, gente"
1573803523128672271,1,"povo, presidente, porque, bolsonaro, gente"
1573804581863264258,0,"brasil, brasildaesperança, povo, país, equipelula"
1573805430748463110,1,"povo, presidente, porque, bolsonaro, gente"
1573807413924347914,0,"brasil, brasildaesperança, povo, país, equipelula"
1573809295472447488,0,"brasil, brasildaesperança, povo, país, equipelula"
1573810351371689984,0,"brasil, brasildaesperança, povo, país, equipelula"
1573812887361044481,1,"povo, presidente, porque, bolsonaro, gente"
1573813832086159365,1,"povo, presidente, porque, bolsonaro, gente"
1573814276539793408,1,"povo, presidente, porque, bolsonaro, gente"
1573818152319942656,0,"brasil, brasildaesperança, povo, país, equipelula"
1573818764336025601,1,"povo, presidente, porque, bolsonaro, gente"
1573819425274400769,1,"povo, presidente, porque, bolsonaro, gente"
1573821474900688896,1,"povo, presidente, porque, bolsonaro, gente"
1573822395521142784,0,"brasil, brasildaesperança, povo, país, equipelula"
1573823220502986752,0,"brasil, brasildaesperança, povo, país, equipelula"
1573823380440190976,0,"brasil, brasildaesperança, povo, país, equipelula"
1573838707945340930,1,"povo, presidente, porque, bolsonaro, gente"
1573854803062448129,0,"brasil, brasildaesperança, povo, país, equipelula"
1573999567657369600,1,"povo, presidente, porque, bolsonaro, gente"
1574052275600900096,6,"ciro, giro ciro, giro, perca, sp"
1574061242943442944,1,"povo, presidente, porque, bolsonaro, gente"
1574076717278412804,4,"broadcasts, lula, broadcasts lula, imprensa, conversa"
1574078563615211522,5,"dia, amanhã, bom, povo, obrigado"
1574093960032751619,1,"povo, presidente, porque, bolsonaro, gente"
1574094459528257536,1,"povo, presidente, porque, bolsonaro, gente"
1574104885754142720,1,"povo, presidente, porque, bolsonaro, gente"
1574133396590190593,1,"povo, presidente, porque, bolsonaro, gente"
1574141692617183233,2,"governo, renda, salário, mínimo, aumento"
1574149243178131457,2,"governo, renda, salário, mínimo, aumento"
1574153195164561408,5,"dia, amanhã, bom, povo, obrigado"
1574156794435407878,2,"governo, renda, salário, mínimo, aumento"
1574339329165611009,5,"dia, amanhã, bom, povo, obrigado"
1574386277637578752,3,"cirotv, vivo, cirotv br, br, acompanhe"
1574387506874912780,3,"cirotv, vivo, cirotv br, br, acompanhe"
1574392810597482497,1,"povo, presidente, porque, bolsonaro, gente"
1574393603471835138,1,"povo, presidente, porque, bolsonaro, gente"
1574393806836977664,1,"povo, presidente, porque, bolsonaro, gente"
1574394166402060291,1,"povo, presidente, porque, bolsonaro, gente"
1574394408899846144,11,"fake, fake news, news, verdade, mentiras"
1574394588168593410,0,"brasil, brasildaesperança, povo, país, equipelula"
1574394896135475205,2,"governo, renda, salário, mínimo, aumento"
1574395480057987074,0,"brasil, brasildaesperança, povo, país, equipelula"
1574395607724294147,0,"brasil, brasildaesperança, povo, país, equipelula"
1574396262061080576,1,"povo, presidente, porque, bolsonaro, gente"
1574396375604887552,1,"povo, presidente, porque, bolsonaro, gente"
1574396491220688896,1,"povo, presidente, porque, bolsonaro, gente"
1574396945887629318,0,"brasil, brasildaesperança, povo, país, equipelula"
1574397029819846656,0,"brasil, brasildaesperança, povo, país, equipelula"
1574397577176313858,6,"ciro, giro ciro, giro, perca, sp"
1574452236922621953,0,"brasil, brasildaesperança, povo, país, equipelula"
1574472141986304020,0,"brasil, brasildaesperança, povo, país, equipelula"
1574484861842329600,0,"brasil, brasildaesperança, povo, país, equipelula"
1574498064919937058,0,"brasil, brasildaesperança, povo, país, equipelula"
1574516786317361154,3,"cirotv, vivo, cirotv br, br, acompanhe"
1574525871989223424,3,"cirotv, vivo, cirotv br, br, acompanhe"
1574533292459794432,0,"brasil, brasildaesperança, povo, país, equipelula"
1574537035058233345,0,"brasil, brasildaesperança, povo, país, equipelula"
1574539850585296896,1,"povo, presidente, porque, bolsonaro, gente"
1574543158377172993,0,"brasil, brasildaesperança, povo, país, equipelula"
1574544762035752963,8,"bolsonaro, saúde, vacina, pessoas, pandemia"
1574549103165440004,1,"povo, presidente, porque, bolsonaro, gente"
1574553435072077825,1,"povo, presidente, porque, bolsonaro, gente"
1574554203137114124,2,"governo, renda, salário, mínimo, aumento"
1574557861505531907,0,"brasil, brasildaesperança, povo, país, equipelula"
1574557896066490368,0,"brasil, brasildaesperança, povo, país, equipelula"
1574558705189781514,4,"broadcasts, lula, broadcasts lula, imprensa, conversa"
1574559763215548441,1,"povo, presidente, porque, bolsonaro, gente"
1574563274305183770,3,"cirotv, vivo, cirotv br, br, acompanhe"
1574567505712058368,0,"brasil, brasildaesperança, povo, país, equipelula"
1574570731245293568,0,"brasil, brasildaesperança, povo, país, equipelula"
1574570901651484672,0,"brasil, brasildaesperança, povo, país, equipelula"
1574574262060732416,1,"povo, presidente, porque, bolsonaro, gente"
1574576884322541579,1,"povo, presidente, porque, bolsonaro, gente"
1574577357616476160,5,"dia, amanhã, bom, povo, obrigado"
1574585974604054541,3,"cirotv, vivo, cirotv br, br, acompanhe"
1574716802961227777,1,"povo, presidente, porque, bolsonaro, gente"
1574730583221174284,1,"povo, presidente, porque, bolsonaro, gente"
1574766727065473030,6,"ciro, giro ciro, giro, perca, sp"
1574792988168945665,5,"dia, amanhã, bom, povo, obrigado"
1574795454709219328,1,"povo, presidente, porque, bolsonaro, gente"
1574806072182722565,2,"governo, renda, salário, mínimo, aumento"
1574821169663836160,3,"cirotv, vivo, cirotv br, br, acompanhe"
1574836274212442112,0,"brasil, brasildaesperança, povo, país, equipelula"
1574857315097972755,0,"brasil, brasildaesperança, povo, país, equipelula"
1574866469438967809,2,"governo, renda, salário, mínimo, aumento"
1574891782327910405,3,"cirotv, vivo, cirotv br, br, acompanhe"
1574894827237515278,0,"brasil, brasildaesperança, povo, país, equipelula"
1574898222874730507,8,"bolsonaro, saúde, vacina, pessoas, pandemia"
1574898921327009817,0,"brasil, brasildaesperança, povo, país, equipelula"
1574901452425895946,0,"brasil, brasildaesperança, povo, país, equipelula"
1574905293976346651,0,"brasil, brasildaesperança, povo, país, equipelula"
1574910167547797505,0,"brasil, brasildaesperança, povo, país, equipelula"
1574911302937583619,3,"cirotv, vivo, cirotv br, br, acompanhe"
1574911672485044224,0,"brasil, brasildaesperança, povo, país, equipelula"
1574917217736695808,3,"cirotv, vivo, cirotv br, br, acompanhe"
1574924661758251008,1,"povo, presidente, porque, bolsonaro, gente"
1575092971904667648,0,"brasil, brasildaesperança, povo, país, equipelula"
1575108179419189249,1,"povo, presidente, porque, bolsonaro, gente"
1575127823811072000,0,"brasil, brasildaesperança, povo, país, equipelula"
1575132249342754817,0,"brasil, brasildaesperança, povo, país, equipelula"
1575132817578770434,0,"brasil, brasildaesperança, povo, país, equipelula"
1575136844844605440,0,"brasil, brasildaesperança, povo, país, equipelula"
1575139331936817161,1,"povo, presidente, porque, bolsonaro, gente"
1575145080230477824,1,"povo, presidente, porque, bolsonaro, gente"
1575160050452254723,0,"brasil, brasildaesperança, povo, país, equipelula"
1575176070562807809,9,"educação, escola, universidades, estudantes, ensino"
1575210577139728384,1,"povo, presidente, porque, bolsonaro, gente"
1575221308027043840,0,"brasil, brasildaesperança, povo, país, equipelula"
1575228859829583898,0,"brasil, brasildaesperança, povo, país, equipelula"
1575259062677032961,2,"governo, renda, salário, mínimo, aumento"
1575274154269581315,5,"dia, amanhã, bom, povo, obrigado"
1575289255873552384,2,"governo, renda, salário, mínimo, aumento"
1575455363159171078,5,"dia, amanhã, bom, povo, obrigado"
1575504740372185090,0,"brasil, brasildaesperança, povo, país, equipelula"
1575521362961203200,0,"brasil, brasildaesperança, povo, país, equipelula"
1575545955645939714,2,"governo, renda, salário, mínimo, aumento"
1575577057735880706,0,"brasil, brasildaesperança, povo, país, equipelula"
1575606350637408265,4,"broadcasts, lula, broadcasts lula, imprensa, conversa"
1575639651477487616,3,"cirotv, vivo, cirotv br, br, acompanhe"
1575643413021487104,1,"povo, presidente, porque, bolsonaro, gente"
1575655368747024385,0,"brasil, brasildaesperança, povo, país, equipelula"
1575664582429147136,1,"povo, presidente, porque, bolsonaro, gente"
1575665250967617536,2,"governo, renda, salário, mínimo, aumento"
1575666040767664128,1,"povo, presidente, porque, bolsonaro, gente"
1575669018647592961,2,"governo, renda, salário, mínimo, aumento"
1575670039264391169,0,"brasil, brasildaesperança, povo, país, equipelula"
1575670620008124416,1,"povo, presidente, porque, bolsonaro, gente"
1575670835108802560,0,"brasil, brasildaesperança, povo, país, equipelula"
1575673040956006401,0,"brasil, brasildaesperança, povo, país, equipelula"
1575679267052163074,1,"povo, presidente, porque, bolsonaro, gente"
1575680354563723265,7,"educação, brasil, crianças, ensino, melhores"
1575681377273786369,7,"educação, brasil, crianças, ensino, melhores"
1575681675883089920,9,"educação, escola, universidades, estudantes, ensino"
1575686459700482050,7,"educação, brasil, crianças, ensino, melhores"
1575687824099065864,0,"brasil, brasildaesperança, povo, país, equipelula"
1575688298395074561,2,"governo, renda, salário, mínimo, aumento"
1575691892796301312,2,"governo, renda, salário, mínimo, aumento"
1575693071240507392,7,"educação, brasil, crianças, ensino, melhores"
1575693157626413058,1,"povo, presidente, porque, bolsonaro, gente"
1575697218568421377,0,"brasil, brasildaesperança, povo, país, equipelula"
1575700965948362752,4,"broadcasts, lula, broadcasts lula, imprensa, conversa"
1575703194583400448,0,"brasil, brasildaesperança, povo, país, equipelula"
1575703332001193986,1,"povo, presidente, porque, bolsonaro, gente"
1575710119379230721,0,"brasil, brasildaesperança, povo, país, equipelula"
1575714270637182978,0,"brasil, brasildaesperança, povo, país, equipelula"
1575715948023189505,0,"brasil, brasildaesperança, povo, país, equipelula"
1575717184105496577,11,"fake, fake news, news, verdade, mentiras"
1575718192244195333,0,"brasil, brasildaesperança, povo, país, equipelula"
1575817752467705856,1,"povo, presidente, porque, bolsonaro, gente"
1575821263607836673,1,"povo, presidente, porque, bolsonaro, gente"
1575863042973237248,1,"povo, presidente, porque, bolsonaro, gente"
1575879014929281024,3,"cirotv, vivo, cirotv br, br, acompanhe"
1575923626641002496,0,"brasil, brasildaesperança, povo, país, equipelula"
1575974374704046080,1,"povo, presidente, porque, bolsonaro, gente"
1575976430126518272,0,"brasil, brasildaesperança, povo, país, equipelula"
1575983223930511360,0,"brasil, brasildaesperança, povo, país, equipelula"
1575986425392025600,1,"povo, presidente, porque, bolsonaro, gente"
1575997020573163520,6,"ciro, giro ciro, giro, perca, sp"
1576018500803518465,5,"dia, amanhã, bom, povo, obrigado"
1576180125972013056,0,"brasil, brasildaesperança, povo, país, equipelula"
1576225428989018112,5,"dia, amanhã, bom, povo, obrigado"
1576281202385887232,4,"broadcasts, lula, broadcasts lula, imprensa, conversa"
1576289470382428161,5,"dia, amanhã, bom, povo, obrigado"
1576290325307400192,5,"dia, amanhã, bom, povo, obrigado"
1576301511495143424,1,"povo, presidente, porque, bolsonaro, gente"
1576305767128346624,0,"brasil, brasildaesperança, povo, país, equipelula"
1576332947741106176,0,"brasil, brasildaesperança, povo, país, equipelula"
1576364895955783681,0,"brasil, brasildaesperança, povo, país, equipelula"
1576568869354864641,4,"broadcasts, lula, broadcasts lula, imprensa, conversa"
1576571913354334208,3,"cirotv, vivo, cirotv br, br, acompanhe"
1576578917615312898,5,"dia, amanhã, bom, povo, obrigado"
1576581959949905920,0,"brasil, brasildaesperança, povo, país, equipelula"
1576590120399998976,0,"brasil, brasildaesperança, povo, país, equipelula"
1576595980660920320,0,"brasil, brasildaesperança, povo, país, equipelula"
