resposta_id,tweet_pai,candidato,data
1582379501668904964,1582324015409922048,Lula,
1583273798895546368,1582324015409922048,Lula,
1582466692776886272,1582324015409922048,Lula,
1582395941780590593,1582324015409922048,Lula,
1582867626149437440,1582324015409922048,Lula,
1582343988967010304,1582324015409922048,Lula,
1586087599248011264,1585969559336427520,Bolsonaro,
1582482506812575744,1582324015409922048,Lula,
1582710776783306753,1582324015409922048,Lula,
1585976697676963845,1585969559336427520,Bolsonaro,
1582342561372336131,1582324015409922048,Lula,
1582438879310663680,1582324015409922048,Lula,
1582496984853671936,1582324015409922048,Lula,
1586050352448962560,1585969559336427520,Bolsonaro,
1582364920871804940,1582324015409922048,Lula,
1565108025827917824,1564996943037726721,Ciro Gomes,
1565085104703250433,1564996943037726721,Ciro Gomes,
1585971358558715908,1585969559336427520,Bolsonaro,
1586044395937492992,1585969559336427520,Bolsonaro,
1565113390665703425,1564996943037726721,Ciro Gomes,
1565094609042251777,1564996943037726721,Ciro Gomes,
1565039428015472642,1564996943037726721,Ciro Gomes,
1583048464321359872,1582885037036343297,Bolsonaro,
1565063105385725959,1564996943037726721,Ciro Gomes,
1565020787123392512,1564996943037726721,Ciro Gomes,
1564997664827219969,1564996943037726721,Ciro Gomes,
1565086909122101249,1564996943037726721,Ciro Gomes,
1565097447755505667,1564996943037726721,Ciro Gomes,
1565009234441428994,1564996943037726721,Ciro Gomes,
1583246536674136066,1582885037036343297,Bolsonaro,
1565212683267461123,1564996943037726721,Ciro Gomes,
1565001550954643464,1564996943037726721,Ciro Gomes,
1565000008801419266,1564996943037726721,Ciro Gomes,
1565003399401291776,1564996943037726721,Ciro Gomes,
1565005995109236741,1564996943037726721,Ciro Gomes,
1582911167936143360,1582885037036343297,Bolsonaro,
1565004042618675202,1564996943037726721,Ciro Gomes,
1583310386064826368,1582885037036343297,Bolsonaro,
1565149535684419586,1564996943037726721,Ciro Gomes,
1565087558769561601,1564996943037726721,Ciro Gomes,
1565030839427239939,1564996943037726721,Ciro Gomes,
1582954008020660225,1582885037036343297,Bolsonaro,
1570584083234979841,1570559590248624128,Lula,
1570611731227103232,1570559590248624128,Lula,
1582931709997486086,1582885037036343297,Bolsonaro,
1570565823412207618,1570559590248624128,Lula,
1582931143120556032,1582885037036343297,Bolsonaro,
1582917757196455936,1582885037036343297,Bolsonaro,
1562218272371646464,1562217459373031424,Ciro Gomes,
1570623912299597824,1570559590248624128,Lula,
1562220369825742848,1562217459373031424,Ciro Gomes,
1562221217716834305,1562217459373031424,Ciro Gomes,
1570584449699676160,1570559590248624128,Lula,
1562235382774857728,1562217459373031424,Ciro Gomes,
1562570679140360192,1562217459373031424,Ciro Gomes,
1562219022757789697,1562217459373031424,Ciro Gomes,
1570592596774490113,1570559590248624128,Lula,
1562232102346686464,1562217459373031424,Ciro Gomes,
1562247236284809216,1562217459373031424,Ciro Gomes,
1562245638355648512,1562217459373031424,Ciro Gomes,
1562218258329227264,1562217459373031424,Ciro Gomes,
1570562119594283008,1570559590248624128,Lula,
1562217569481887744,1562217459373031424,Ciro Gomes,
1562217805285580800,1562217459373031424,Ciro Gomes,
1562218774362820609,1562217459373031424,Ciro Gomes,
1570583224015015936,1570559590248624128,Lula,
1562218745782833152,1562217459373031424,Ciro Gomes,
1562242193431138305,1562217459373031424,Ciro Gomes,
1562218110454620161,1562217459373031424,Ciro Gomes,
1562221688372297728,1562217459373031424,Ciro Gomes,
1562394810345996289,1562217459373031424,Ciro Gomes,
1562232721648357376,1562217459373031424,Ciro Gomes,
1562232363962306560,1562217459373031424,Ciro Gomes,
1561145773387038721,1561026105397678080,Lula,
1561361463410819072,1561026105397678080,Lula,
1561354505639366658,1561026105397678080,Lula,
1561166067254415361,1561026105397678080,Lula,
1574351493150433283,1574218227667927041,Lula,
1561286326741237763,1561026105397678080,Lula,
1561386763934961664,1561026105397678080,Lula,
1561120605663027200,1561026105397678080,Lula,
1561380753887428608,1561026105397678080,Lula,
1561085121637253121,1561026105397678080,Lula,
1561121670089293825,1561026105397678080,Lula,
1561125529906040833,1561026105397678080,Lula,
1561035296459952128,1561026105397678080,Lula,
1561300190451187717,1561026105397678080,Lula,
1561039828359282688,1561026105397678080,Lula,
1574228989211824132,1574218227667927041,Lula,
1561027111741161472,1561026105397678080,Lula,
1561370013168291843,1561026105397678080,Lula,
1561186168049467393,1561026105397678080,Lula,
1561239033841319938,1561026105397678080,Lula,
1561125648206381057,1561026105397678080,Lula,
1574282372232585216,1574218227667927041,Lula,
1561187232609968128,1561026105397678080,Lula,
1561753488136323074,1561752255203786753,Bolsonaro,
1561753010048565248,1561752255203786753,Bolsonaro,
1561910658899345410,1561752255203786753,Bolsonaro,
1574444545772851203,1574218227667927041,Lula,
1561787686008004613,1561752255203786753,Bolsonaro,
1561868845954080770,1561752255203786753,Bolsonaro,
1561761064731426821,1561752255203786753,Bolsonaro,
1561815697868603392,1561752255203786753,Bolsonaro,
1561802255728525312,1561752255203786753,Bolsonaro,
1572374606757138434,1572373386185306112,Ciro Gomes,
1561767093099532288,1561752255203786753,Bolsonaro,
1572652082011963392,1572373386185306112,Ciro Gomes,
1561761386031484928,1561752255203786753,Bolsonaro,
1572374996483444748,1572373386185306112,Ciro Gomes,
1561753248993779712,1561752255203786753,Bolsonaro,
1572393012340338688,1572373386185306112,Ciro Gomes,
1561760841405550597,1561752255203786753,Bolsonaro,
1572581874245185538,1572373386185306112,Ciro Gomes,
1561845772294955016,1561752255203786753,Bolsonaro,
1561880166846144514,1561752255203786753,Bolsonaro,
